image_file,artifact_id,width,height,aspect_ratio,pixels
КБ-2014-Р1-0131_orig.jpg,КБ-2014-Р1-0131,9665,4790,2.0177453027139873,46295350
КБ-2014-Р1-0222_orig.jpg,КБ-2014-Р1-0222,5205,2059,2.5279261777561923,10717095
КБ-2014-Р1-0247_orig.jpg,КБ-2014-Р1-0247,7457,3921,1.9018107625605714,29238897
КБ-2014-Р1-0281_orig.jpg,КБ-2014-Р1-0281,6265,10328,0.6066034082106894,64704920
КБ-2014-Р1-0320_orig.jpg,КБ-2014-Р1-0320,3917,11063,0.35406309319352797,43333771
КБ-2014-Р1-0378_orig.jpg,КБ-2014-Р1-0378,9487,3580,2.65,33963460
КБ-2014-Р1-0400_orig.jpg,КБ-2014-Р1-0400,6846,3486,1.963855421686747,23865156
КБ-2014-Р1-0426_orig.jpg,КБ-2014-Р1-0426,4070,9034,0.45052025680761565,36768380
КБ-2014-Р1-0427_orig.jpg,КБ-2014-Р1-0427,8357,8991,0.9294850405961517,75137787
КБ-2014-Р1-0446_orig.jpg,КБ-2014-Р1-0446,4397,8223,0.534719688678098,36156531
КБ-2014-Р1-0547_orig.jpg,КБ-2014-Р1-0547,10018,8029,1.2477269896624736,80434522
КБ-2014-Р1-0679_orig.jpg,КБ-2014-Р1-0679,7056,8427,0.837308650765397,59460912
КБ-2014-Р1-0716_orig.jpg,КБ-2014-Р1-0716,4640,8516,0.5448567402536402,39514240
КБ-2014-Р1-0718_orig.jpg,КБ-2014-Р1-0718,3234,4851,0.6666666666666666,15688134
КБ-2014-Р1-0719_orig.jpg,КБ-2014-Р1-0719,5025,8174,0.6147540983606558,41074350
КБ-2014-Р1-0780_orig.jpg,КБ-2014-Р1-0780,5594,8952,0.6248882931188561,50077488
КБ-2014-Р1-0782_orig.jpg,КБ-2014-Р1-0782,5144,9454,0.544108313941189,48631376
КБ-2014-Р1-1032_orig.jpg,КБ-2014-Р1-1032,4254,9009,0.4721944721944722,38324286
КБ-2014-Р1-1033_orig.jpg,КБ-2014-Р1-1033,5038,7427,0.6783358018042278,37417226
